env,side,map,mode_n_type,round_dur_s,name,created_x0,created_z0,trigger_x1,trigger_z1,round_time_s
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-24.096,18.513,-7.7173,-1.0E-4,73
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_smoke,26.864,22.0106,37.4599,-0.0961,32
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,78,vt_grenade_smoke_2,-26.3885,37.1017,4.3682,36.8189,57
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_flash,36.3271,-4.1747,30.1421,15.3572,73
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke,28.7432,19.8068,28.7704,44.787,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,10.7893,22.1547,-18.5629,-14.7603,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,-10.2764,44.2112,2.8508,49.8359,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,87,vt_grenade_flash_detector,2.0697,34.7371,37.4835,14.5126,42
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,87,vt_grenade_smoke_2,-52.9381,3.9939,-60.4674,-11.9457,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,141,vt_grenade_smoke_2,-60.0152,30.3582,-30.0464,26.9902,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_teleporter_device,-21.2707,18.4355,0.8562,-18.3499,49
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,137,vt_grenade_smoke,-39.5585,9.6337,-52.3558,40.1561,77
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_smoke,7.8171,15.3547,26.7027,31.4393,58
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_smoke_2,-26.6361,-6.8855,-3.6219,8.0386,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,14.229,19.3567,12.7961,8.4489,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,111,vt_grenade_smoke,13.5827,8.2796,-14.579,-4.2965,32
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_smoke,22.4134,30.8734,38.1458,9.9514,43
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_smoke_2,-23.0031,-12.2877,-10.6481,8.2289,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,137,vt_grenade_smoke,-60.6203,4.0578,-37.2017,29.9423,44
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,137,vt_grenade_flash,-44.901,6.2848,-51.046,6.927,45
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_smoke_2,-24.9973,-6.9657,-3.6219,8.0386,36
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,113,vt_grenade_flash_detector,-47.1142,7.5558,-35.0476,27.6202,41
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,3.5878,33.5324,12.24,0.3982,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,138,vt_grenade_flash_detector,4.031,-22.966,-19.815,16.6876,68
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,100,vt_grenade_smoke_2,25.6201,17.1913,26.8795,32.3325,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_flash_detector,-20.2616,16.4002,-1.9569,-13.0028,72
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,111,vt_grenade_smoke,13.9001,5.6625,-14.579,-4.2965,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,113,vt_grenade_teleporter_device,-60.0101,6.4729,-40.0855,14.5785,39
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,141,vt_grenade_smoke_2,-37.9148,29.8143,-42.9465,15.8132,82
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke,10.1692,15.6302,26.8793,30.8369,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,89,vt_grenade_smoke,37.1273,14.6777,9.9441,29.1615,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_flash,39.5407,10.2733,17.9975,28.9416,44
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,82,vt_grenade_smoke,18.936,23.0346,36.912,7.1899,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,83,vt_grenade_teleporter_device,-46.8097,7.3065,-38.2477,23.9727,38
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-27.8864,26.7059,-27.979,17.0559,53
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-27.8544,24.9298,-27.979,17.0559,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_smoke,11.748,26.2924,42.9683,14.062,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_teleporter_device,-32.0897,25.7239,-41.3236,28.9917,51
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_flash,22.5236,46.6132,-25.5303,52.6136,46
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_smoke_2,-27.6348,-9.4264,-6.4432,11.9461,34
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,75,vt_grenade_smoke_2,-44.2141,10.3901,-32.7853,26.6628,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,113,vt_grenade_smoke,4.1674,-24.698,-19.3323,15.3361,49
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_flash_detector,12.8098,24.2571,42.137,13.8618,47
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_smoke_2,-23.2438,-11.7146,-9.5618,8.9936,36
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_teleporter_device,-62.8668,8.1284,-61.6449,-5.82,54
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,141,vt_grenade_flash_detector,-17.6745,-7.9829,-34.965,-15.1696,93
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_flash,-37.1338,28.6682,-58.366,-0.7812,38
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,87,vt_grenade_flash_detector,35.8625,-1.3521,33.3865,16.3239,32
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-26.2026,18.1484,-8.0365,7.305,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,87,vt_grenade_smoke,-34.7496,-9.1258,4.1386,4.6503,37
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,84,vt_grenade_flash,27.1024,-34.4544,30.3198,-37.9469,59
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,111,vt_grenade_flash_detector,37.6,14.5175,17.434,28.9355,49
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_flash_detector,23.3045,16.2579,25.4653,26.959,56
rushb-master,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,133,vt_grenade_teleporter_device,29.8382,-18.7692,39.3008,10.524,44
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_teleporter_device,-14.2472,52.3019,-3.461,48.6995,25
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,4.6903,-24.7428,-18.0315,15.313,31
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,87,vt_grenade_flash,-34.2845,-8.2266,1.8052,0.3092,68
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,31.1784,15.3249,21.1986,26.0705,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,82,vt_grenade_smoke,21.6862,21.7922,36.912,7.1899,40
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash_detector,-8.4854,10.5301,-23.9009,-14.142,45
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,14.5304,19.2149,12.7961,8.4489,59
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_teleporter_device,11.5167,0.8075,10.4773,30.6687,95
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,113,vt_grenade_flash,-42.6076,24.1909,-49.6037,41.0072,82
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-14.5012,18.6175,-19.715,-15.0187,58
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,78,vt_grenade_smoke_2,-26.0372,32.5992,-0.1878,36.3279,47
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,123,vt_grenade_smoke,-6.9601,19.1231,-13.398,53.7268,3
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_smoke,-30.093,-9.497,-1.9735,2.8199,33
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,75,vt_grenade_smoke,-45.3751,16.11,-50.4625,39.912,0
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,134,vt_grenade_smoke,5.5877,-25.2725,-17.12,0.6084,31
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_flash,-55.5768,1.8624,-46.9314,39.8868,44
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_flash,39.3697,3.0661,24.126,33.2399,43
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_smoke_2,-25.2261,-6.705,-5.6993,10.3741,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,89,vt_grenade_smoke,16.9997,22.8197,30.5406,25.571,45
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,89,vt_grenade_teleporter_device,13.3961,21.8816,27.7388,32.3325,66
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_flash_detector,13.1031,45.779,29.5637,40.6254,59
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_flash_detector,7.7867,14.4874,25.5076,30.6041,72
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,111,vt_grenade_flash_detector,5.0278,35.242,31.9871,15.9032,40
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_molotov,-12.1296,7.7557,-27.1589,18.9635,116
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-45.4735,11.092,-39.8953,25.1438,40
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_teleporter_device,36.0754,27.1127,9.084,23.1089,38
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,137,vt_grenade_smoke_2,32.9625,25.2495,26.2555,22.3657,34
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,111,vt_grenade_teleporter_device,37.5633,11.865,19.3565,28.9113,51
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,1.6996,-21.072,-20.8667,18.9961,52
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,0.8045,-20.8284,-20.8667,18.9961,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,112,vt_grenade_smoke_2,-28.0794,18.4674,-4.2686,5.919,55
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,138,vt_grenade_molotov,-30.3996,25.2653,-65.3107,33.8229,119
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_flash_detector,9.6163,30.6466,39.8529,11.0925,53
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,100,vt_grenade_flash,-2.6285,47.0449,32.1146,46.4018,54
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,144,vt_grenade_smoke,23.4911,7.5845,-0.0901,26.2487,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,112,vt_grenade_molotov,-28.2378,16.5058,-3.6677,-14.8411,0
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,108,vt_grenade_smoke_2,-0.744,-12.0249,-5.4319,-6.2506,3
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,100,vt_grenade_smoke,25.9268,19.7561,34.8967,33.1095,46
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_smoke,26.864,22.0106,37.4599,-0.0961,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_flash,-44.058,45.5006,-59.5232,18.1079,51
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_teleporter_device,-37.5803,43.4819,-32.0049,46.8517,28
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,100,vt_grenade_smoke,38.8996,12.4268,17.4581,28.9636,38
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,134,vt_grenade_smoke,-53.0756,19.4973,-33.1783,26.5923,81
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,134,vt_grenade_flash,-48.0297,24.3357,-60.4126,-10.4734,33
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,113,vt_grenade_smoke_2,-33.405,28.5352,-48.1373,14.7769,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,141,vt_grenade_smoke_2,-36.5678,29.7736,-51.432,1.9816,50
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,112,vt_grenade_molotov,-20.4974,16.8234,-3.6677,-14.8411,41
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,111,vt_grenade_smoke_2,-7.8816,31.3436,31.1373,25.0015,0
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,113,vt_grenade_molotov,-5.8273,20.4029,-23.8785,-14.1529,42
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_smoke,-14.1145,0.0967,1.9632,-16.5391,34
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_smoke,-34.0919,-12.3452,1.7526,-9.4688,45
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_smoke,-14.5269,9.9224,-23.0919,-8.1532,32
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-9.1388,-56.5766,-9.2306,-54.7703,7
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_smoke,-40.8817,-18.8376,-21.3638,-3.088,69
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_smoke,-24.0934,-6.5777,-15.0702,-4.4684,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-5.4561,-55.325,-13.6203,-47.8005,14
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,101,vt_grenade_molotov,-34.2697,25.4395,-65.0422,18.8745,81
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_smoke,-7.7436,18.6559,-4.7201,-13.3307,31
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,146,vt_grenade_smoke_2,-47.6565,38.4203,-47.6595,14.9041,102
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_smoke,37.8697,13.6811,10.7322,28.9187,56
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_smoke,-34.4925,-10.1422,2.0515,-14.7806,46
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_molotov,-14.2644,1.8826,-38.9624,-14.7182,45
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_smoke,13.7978,24.6835,39.5254,11.9992,47
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,67,vt_grenade_robotron,-30.1065,-10.5816,-4.1233,-2.0082,48
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,146,vt_grenade_smoke_2,-50.0376,36.7528,-47.9012,32.9382,99
rushb-master,1,23_reviera,bomb_5x5_economy/training,101,vt_grenade_robotron,-12.1237,21.4879,0.0693,-26.4246,49
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,93,vt_grenade_echo,20.0714,25.6176,24.7201,-21.6714,31
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,84,vt_grenade_echo,30.9511,6.9135,23.1841,19.0128,40
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_flash_detector,-48.8577,45.6565,-50.8514,14.7255,49
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_flash_detector,-62.1983,32.9672,-27.3806,23.5545,54
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_reverse,32.8141,19.4228,17.5743,28.952,72
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_echo,-57.5972,17.3354,-40.0685,24.2807,77
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_smoke_2,17.6798,-26.4031,32.4699,-5.8212,47
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_flash_detector,-23.695,-13.4391,-4.7754,18.2021,62
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_echo,35.9433,32.1377,29.6457,-17.3442,42
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_echo,31.075,-9.5932,27.057,19.3918,39
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_echo,29.8392,-23.9888,29.5884,12.7794,46
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_flash_detector,22.718,34.2396,33.4575,1.8866,42
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_flash_detector,-43.1751,12.8486,-53.196,47.0036,73
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_flash,-58.1906,28.1074,-51.0547,35.4749,76
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_flash_detector,28.3736,3.9957,28.7762,30.6689,46
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-11.8877,-51.4812,-22.0267,-48.0665,43
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,120,vt_grenade_flash_detector,-22.5416,-10.2246,-12.7218,8.2431,52
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_echo,-22.5194,17.3112,-43.4793,26.4765,101
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash,26.3625,-24.4507,30.3843,12.6122,71
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,93,vt_grenade_echo,-53.9655,5.5429,-44.0326,26.8783,39
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_echo,-46.7049,42.2378,-57.5048,28.3299,93
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,106,vt_grenade_echo,38.5847,32.5697,29.9973,31.9498,59
rushb-master,1,23_reviera,bomb_5x5_economy/training,101,vt_grenade_robotron,-1.5852,-5.424,-0.1427,-17.8958,64
rushb-master,1,23_reviera,bomb_5x5_economy/training,101,vt_grenade_robotron,14.3154,-35.5841,-2.94,-53.4218,85
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash,31.1032,12.38,30.4485,46.8149,54
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_flash_detector,25.6382,-25.8558,29.697,10.8615,84
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_echo,-3.4335,-1.2316,-3.883,-24.8423,63
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_robotron,-15.4633,-6.9458,-4.1033,36.9678,59
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-57.268,-32.1663,-53.8371,-27.367,121
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_reverse,-46.5257,29.3477,-39.2737,15.0724,15
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_echo,-27.2066,17.7571,1.8864,1.926,75
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_robotron,-37.0243,28.2934,-39.115,24.8931,120
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_flash,0.7321,-16.9187,-13.4118,17.1474,67
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,81,vt_grenade_smoke_2,7.8553,31.7085,8.332,31.0795,61
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_flash,36.2321,37.4114,27.5479,8.415,39
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_flash,-24.098,17.9795,1.1741,-8.1387,46
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_echo,-50.437,7.002,-47.0961,34.2834,36
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_echo,-64.9574,0.9901,-39.2655,16.2182,87
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_flash_detector,-46.4327,29.4493,-58.5272,-6.513,65
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash_detector,-54.9533,22.4359,-39.3033,10.3104,40
rushb-master,0,23_reviera,bomb_5x5_economy/training,152,vt_grenade_smoke_2,-4.7175,-0.593,23.6005,12.0333,74
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_echo,-28.0939,-9.9318,-6.3563,8.9024,41
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,120,vt_grenade_flash,-20.1565,14.954,-2.0767,-14.8166,41
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,120,vt_grenade_smoke_2,-5.6562,18.4747,-21.6698,-9.7597,39
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_smoke_2,24.1305,-26.2071,30.9803,0.7105,32
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_smoke_2,32.9248,-5.6291,29.8963,21.5102,35
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_robotron,-60.2054,27.6102,-48.9938,14.693,71
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,106,vt_grenade_reverse,-5.5797,17.7172,-23.6213,-14.1197,33
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_reverse,-59.6954,29.1151,-56.4308,28.1468,67
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-58.8747,-23.9194,-13.817,-46.3367,92
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_echo,-62.5276,0.1711,-46.4528,11.8796,67
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,94,vt_grenade_echo,-26.5491,-11.0521,-25.1664,18.963,33
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_smoke_2,19.3653,-26.585,29.1964,-1.3032,31
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash_detector,27.0612,26.7252,30.3156,-3.3138,49
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_echo,36.4501,32.1778,13.9989,21.9567,49
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash,11.4478,5.7705,-19.3952,-4.2903,49
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-23.4419,-39.2405,-33.7464,-35.6636,55
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-32.4545,-36.8113,-7.0672,-51.1752,97
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_smoke_2,10.1657,-25.4324,-14.3848,4.65,55
